Column1,Column2,Column3
HEA_02794,Health,KEMSA reminds the public in Laikipia County that access to SHA registration is now available at designated centres.
HEA_02795,Health,Division of Disease Surveillance and Response announces free medical camps for residents of Kitui County starting this May.
HEA_02796,Health,KEMSA advises residents of Nyandarua County to register for their health insurance cover to access subsidised healthcare.
HEA_02797,Health,Division of Disease Surveillance and Response advises residents of Nakuru County to register for their health insurance cover to access subsidised healthcare.
HEA_02798,Health,KEMRI advises residents of West Pokot County to register for their health insurance cover to access subsidised healthcare.
HEA_02799,Health,SHA (Social Health Authority) reminds the public in Kiambu County that access to SHA registration is now available at designated centres.
HEA_02800,Health,Notice: a free medical camp organised by CDC will be held in Kericho County this December.
HEA_02801,Health,Ministry of Health announces subsidised dialysis for residents of Nandi County starting this October.
HEA_02802,Health,KEMRI advises residents of Makueni County to visit the nearest Huduma Centre for assistance to access subsidised healthcare.
HEA_02803,Health,Ministry of Health advises residents of Bungoma County to carry a valid national ID when seeking treatment to access subsidised healthcare.
HEA_02804,Health,KEMRI announces free medical camps for residents of Nairobi County starting this February.
HEA_02805,Health,Notice: a free medical camp organised by Ministry of Health will be held in Embu County this April.
HEA_02806,Health,Ministry of Health - Reproductive Health Unit advises residents of Baringo County to register for their health insurance cover to access subsidised healthcare.
HEA_02807,Health,Notice: a free medical camp organised by SHA (Social Health Authority) will be held in Tharaka-Nithi County this August.
HEA_02808,Health,Ministry of Health - Reproductive Health Unit announces free medical camps for residents of Taita-Taveta County starting this August.
HEA_02809,Health,CDC announces subsidised dialysis for residents of Vihiga County starting this April.
HEA_02810,Health,Kenya Red Cross reminds the public in Kakamega County that access to subsidised dialysis is now available at designated centres.
HEA_02811,Health,SHA (Social Health Authority) reminds the public in Nairobi County that access to eye and dental camps is now available at designated centres.
HEA_02812,Health,Ministry of Health - Reproductive Health Unit advises residents of Mombasa County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02813,Health,Notice: a free medical camp organised by Ministry of Health - Reproductive Health Unit will be held in Siaya County this March.
HEA_02814,Health,Notice: a free medical camp organised by CDC will be held in Laikipia County this September.
HEA_02815,Health,Notice: a free medical camp organised by Kenya Red Cross will be held in Makueni County this September.
HEA_02816,Health,Division of Disease Surveillance and Response advises residents of Nyandarua County to carry a valid national ID when seeking treatment to access subsidised healthcare.
HEA_02817,Health,SHA (Social Health Authority) reminds the public in Meru County that access to SHA registration is now available at designated centres.
HEA_02818,Health,Notice: a free medical camp organised by CDC will be held in Laikipia County this August.
HEA_02819,Health,KEMSA advises residents of Lamu County to carry a valid national ID when seeking treatment to access subsidised healthcare.
HEA_02820,Health,Ministry of Health - Reproductive Health Unit announces eye and dental camps for residents of Kiambu County starting this November.
HEA_02821,Health,KEMRI advises residents of Garissa County to visit the nearest Huduma Centre for assistance to access subsidised healthcare.
HEA_02822,Health,Notice: a free medical camp organised by CDC will be held in Kirinyaga County this June.
HEA_02823,Health,SHA (Social Health Authority) reminds the public in Migori County that access to subsidised dialysis is now available at designated centres.
HEA_02824,Health,KEMSA advises residents of Murang'a County to visit the nearest Huduma Centre for assistance to access subsidised healthcare.
HEA_02825,Health,KEMSA reminds the public in Isiolo County that access to eye and dental camps is now available at designated centres.
HEA_02826,Health,Notice: a free medical camp organised by KEMRI will be held in Makueni County this August.
HEA_02827,Health,Notice: a free medical camp organised by Division of Disease Surveillance and Response will be held in Marsabit County this May.
HEA_02828,Health,Notice: a free medical camp organised by Division of Disease Surveillance and Response will be held in Murang'a County this August.
HEA_02829,Health,Notice: a free medical camp organised by Kenya Medical Association will be held in Kakamega County this July.
HEA_02830,Health,Ministry of Health reminds the public in Trans Nzoia County that access to outpatient services is now available at designated centres.
HEA_02831,Health,Notice: a free medical camp organised by KEMSA will be held in Baringo County this May.
HEA_02832,Health,KEMRI announces eye and dental camps for residents of Embu County starting this November.
HEA_02833,Health,Notice: a free medical camp organised by Kenya Red Cross will be held in West Pokot County this January.
HEA_02834,Health,Notice: a free medical camp organised by Kenya Medical Association will be held in Samburu County this June.
