PSA_ID,Domain,English
GOV_00874,Governance,Huduma Kenya urges residents of Baringo County to attend the public participation forum to shape public policy consultations.
GOV_00875,Governance,Notice: EACC will hold a public participation forum on public policy consultations in Kilifi County.
GOV_00876,Governance,Notice: KRA will hold a public participation forum on the county budget process in Kirinyaga County.
GOV_00877,Governance,EACC urges residents of Kisii County to engage through the county's online participation portal to shape public policy consultations.
GOV_00878,Governance,Kenya Gazette urges residents of Nyamira County to attend the public participation forum to shape the county budget process.
GOV_00879,Governance,SHA invites residents of Isiolo County to attend the public participation forum regarding development planning forums.
GOV_00880,Governance,IEBC invites residents of Bomet County to submit written memoranda before the deadline regarding development planning forums.
GOV_00881,Governance,Kenya Gazette invites residents of Laikipia County to engage through the county's online participation portal regarding the annual performance review.
GOV_00882,Governance,Notice: SHA will hold a public participation forum on development planning forums in Migori County.
GOV_00883,Governance,IEBC reminds the public in Kitui County that input on the county budget process is welcome this September.
GOV_00884,Governance,SHA reminds the public in West Pokot County that input on development planning forums is welcome this May.
GOV_00885,Governance,KRA invites residents of Machakos County to attend the public participation forum regarding development planning forums.
GOV_00886,Governance,OGP reminds the public in Kakamega County that input on the county budget process is welcome this June.
GOV_00887,Governance,Notice: Kenya Gazette will hold a public participation forum on the county budget process in Narok County.
GOV_00888,Governance,OGP urges residents of West Pokot County to attend the public participation forum to shape public policy consultations.
GOV_00889,Governance,OGP reminds the public in Meru County that input on development planning forums is welcome this November.
GOV_00890,Governance,Kenya Gazette urges residents of Kilifi County to engage through the county's online participation portal to shape development planning forums.
GOV_00891,Governance,SHA reminds the public in Kisii County that input on public policy consultations is welcome this November.
GOV_00892,Governance,KRA reminds the public in Kakamega County that input on the county budget process is welcome this February.
GOV_00893,Governance,ODPP urges residents of Kwale County to submit written memoranda before the deadline to shape public policy consultations.
